City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,ondjiva,-17.0667,15.7333,77.04,69,0,3.44,AO,2024-04-05 19:24:42
300,tumayr,25.7039,45.868,77.45,15,0,6.4,SA,2024-04-05 19:24:43
301,paracuru,-3.41,-39.0306,85.1,79,69,7.23,BR,2024-04-05 19:24:43
302,kerikeri,-35.2268,173.9474,53.04,93,4,3.29,NZ,2024-04-05 19:24:43
303,saint-philippe,-21.3585,55.7679,78.39,86,20,3.87,RE,2024-04-05 19:24:43
304,san agustin de valle fertil,-30.6335,-67.4682,82.31,35,47,16.67,AR,2024-04-05 19:24:43
305,ciudad de chiautla de tapia,18.2981,-98.6053,94.19,19,0,4.72,MX,2024-04-05 19:24:43
306,jayapura,-2.5333,140.7,74.59,89,100,1.36,ID,2024-04-05 19:24:43
307,iskateley,67.6803,53.1512,14.02,89,100,14.0,RU,2024-04-05 19:24:44
308,la cruz,23.9167,-106.9,75.9,35,100,7.92,MX,2024-04-05 19:24:44
309,mont-laurier,46.5501,-75.4993,38.82,85,100,10.45,CA,2024-04-05 19:24:44
310,sarkikaraagac,38.0794,31.3664,50.81,52,7,6.15,TR,2024-04-05 19:24:44
311,san patricio,28.017,-97.5169,87.75,29,3,19.04,US,2024-04-05 19:24:44
312,kittila,67.6647,24.8936,19.54,42,0,6.91,FI,2024-04-05 19:24:44
313,youngsville,30.0996,-91.9901,82.94,35,0,8.05,US,2024-04-05 19:24:44
314,cole harbour,44.6724,-63.4751,42.96,85,100,17.27,CA,2024-04-05 19:24:45
315,hirara,24.8,125.2833,73.26,100,100,9.22,JP,2024-04-05 19:24:45
316,balabac,7.9868,117.0645,81.86,77,88,10.74,PH,2024-04-05 19:24:45
317,bisert',56.8617,59.0523,41.67,96,100,7.61,RU,2024-04-05 19:24:45
318,lucapa,-8.4192,20.7447,69.55,94,100,2.71,AO,2024-04-05 19:24:45
319,ekenas,59.9736,23.4339,31.89,96,98,4.79,FI,2024-04-05 19:24:45
320,kinmparana,12.8402,-4.9199,101.84,17,26,2.8,ML,2024-04-05 19:21:17
321,fujieda,34.8667,138.2667,51.69,93,40,0.0,JP,2024-04-05 19:24:45
322,palmer,42.1584,-72.3287,44.47,62,100,14.97,US,2024-04-05 19:24:45
323,ingeniero jacobacci,-41.3427,-69.5448,67.84,23,0,14.14,AR,2024-04-05 19:24:46
324,ancud,-41.8697,-73.8203,56.61,75,47,6.26,CL,2024-04-05 19:24:46
325,tuntum,-5.2581,-44.6489,84.61,85,60,2.1,BR,2024-04-05 19:24:46
326,paramirim,-13.4425,-42.2389,85.44,54,100,4.85,BR,2024-04-05 19:24:46
327,sao tome,0.3365,6.7273,83.41,76,100,4.72,ST,2024-04-05 19:24:46
328,ko pha ngan,9.7578,100.0291,80.19,71,23,9.86,TH,2024-04-05 19:24:46
329,antsiranana,-12.2787,49.2917,79.86,85,29,12.12,MG,2024-04-05 19:24:46
330,quang ngai,15.1167,108.8,71.22,86,5,3.76,VN,2024-04-05 19:24:46
331,berdigestyakh,62.0989,126.6992,-16.06,100,100,3.13,RU,2024-04-05 19:24:47
332,rayevskiy,54.0658,54.9468,45.0,86,100,2.89,RU,2024-04-05 19:24:47
333,fada,9.5667,8.3,78.15,67,82,10.54,NG,2024-04-05 19:24:47
334,urzhar,47.093,81.6294,48.92,43,58,5.53,KZ,2024-04-05 19:24:47
335,novo aripuana,-5.1206,-60.3797,76.48,94,100,3.13,BR,2024-04-05 19:24:47
336,mangrol,21.1167,70.1167,79.41,64,19,11.65,IN,2024-04-05 19:24:47
337,tapiramuta,-11.8472,-40.7914,83.82,50,73,7.52,BR,2024-04-05 19:24:47
338,sandy,40.572,-111.8606,53.55,45,75,24.16,US,2024-04-05 19:24:48
339,trincomalee,8.5711,81.2335,83.01,74,37,8.34,LK,2024-04-05 19:24:48
340,yarmouth,41.7057,-70.2286,47.97,62,100,19.57,US,2024-04-05 19:24:48
341,rongelap,11.1635,166.8941,80.8,76,7,20.4,MH,2024-04-05 19:24:48
342,barabai,-2.5833,115.3833,74.91,97,96,2.19,ID,2024-04-05 19:24:48
343,puerto ayacucho,5.6639,-67.6236,94.15,47,100,4.97,VE,2024-04-05 19:24:48
344,segezha,63.7415,34.3222,19.89,83,100,9.26,RU,2024-04-05 19:24:48
345,thaba-tseka,-29.522,28.6084,53.04,66,0,3.56,LS,2024-04-05 19:20:25
346,tocopilla,-22.092,-70.1979,73.15,71,92,9.53,CL,2024-04-05 19:21:54
347,murzuq,25.9155,13.9184,77.79,8,34,13.0,LY,2024-04-05 19:24:49
348,neiafu,-18.65,-173.9833,77.68,88,100,9.22,TO,2024-04-05 19:24:49
349,luganville,-15.5333,167.1667,80.06,89,87,15.46,VU,2024-04-05 19:24:49
350,illizi,26.4833,8.4667,82.11,10,52,16.98,DZ,2024-04-05 19:24:49
351,mutoko,-17.397,32.2268,72.64,53,100,3.4,ZW,2024-04-05 19:24:50
352,kone,-21.0595,164.8658,74.25,90,94,3.11,NC,2024-04-05 19:24:50
353,phan rang-thap cham,11.5667,108.9833,72.72,92,1,4.36,VN,2024-04-05 19:20:47
354,misratah,32.3754,15.0925,64.87,64,0,10.42,LY,2024-04-05 19:24:50
355,haiku-pauwela,20.9219,-156.3051,76.26,69,20,25.32,US,2024-04-05 19:24:50
356,kaa-khem,51.6833,94.7333,40.41,85,66,3.22,RU,2024-04-05 19:24:50
357,bodaybo,57.8506,114.1933,8.69,92,98,5.1,RU,2024-04-05 19:24:51
358,yuzhno-kurilsk,44.0306,145.8556,33.37,91,100,8.66,RU,2024-04-05 19:24:51
359,castillos,-34.1667,-53.8333,71.17,58,0,7.92,UY,2024-04-05 19:24:51
360,taco pozo,-25.6167,-63.2833,70.52,87,100,6.08,AR,2024-04-05 19:24:51
361,khilok,51.3674,110.4676,28.33,83,100,15.39,RU,2024-04-05 19:24:51
362,camapua,-19.5314,-54.0439,89.33,51,100,2.28,BR,2024-04-05 19:24:51
363,la sarre,48.8002,-79.1996,39.54,80,100,14.05,CA,2024-04-05 19:24:52
364,crossett,33.1282,-91.9612,69.78,36,0,3.24,US,2024-04-05 19:24:52
365,savantvadi,15.9,73.8167,73.47,77,0,1.79,IN,2024-04-05 19:24:52
366,amungan,15.3652,119.9582,80.02,61,68,3.67,PH,2024-04-05 19:24:52
367,albu kamal,34.45,40.9186,75.94,25,100,9.19,SY,2024-04-05 19:24:52
368,kuta,-8.7233,115.1723,82.35,83,40,8.05,ID,2024-04-05 19:21:43
369,kojetin,49.3518,17.3021,62.33,87,100,5.77,CZ,2024-04-05 19:24:52
370,kayangel,8.0823,134.7173,81.7,72,28,19.33,PW,2024-04-05 19:24:17
371,ispir,40.4829,40.9956,47.35,94,100,2.53,TR,2024-04-05 19:24:53
372,kristiansund,63.1115,7.732,35.65,80,40,4.61,NO,2024-04-05 19:24:53
373,mata-utu,-13.2816,-176.1745,83.16,80,100,13.33,WF,2024-04-05 19:24:53
374,at taj,24.2049,23.2857,76.37,15,4,12.41,LY,2024-04-05 19:24:53
375,kapa'a,22.0752,-159.319,75.52,74,75,21.85,US,2024-04-05 19:24:53
376,aral,40.5156,81.2636,53.31,39,40,13.27,CN,2024-04-05 19:24:53
377,pahrump,36.2083,-115.9839,50.95,37,100,15.99,US,2024-04-05 19:20:02
378,natal,-5.795,-35.2094,88.45,70,40,12.66,BR,2024-04-05 19:22:16
379,port augusta,-32.5,137.7667,58.06,69,0,7.65,AU,2024-04-05 19:24:54
380,cidreira,-30.1811,-50.2056,71.19,77,100,10.71,BR,2024-04-05 19:24:54
381,abdulino,53.7,53.6667,41.0,99,100,3.4,RU,2024-04-05 19:24:54
382,save,8.0425,2.486,86.47,62,97,13.09,BJ,2024-04-05 19:24:54
383,karratha,-20.7377,116.8463,79.03,50,45,8.3,AU,2024-04-05 19:24:54
384,labasa,-16.4167,179.3833,76.39,92,87,5.64,FJ,2024-04-05 19:24:54
385,usinsk,65.9939,57.5281,4.06,87,92,11.99,RU,2024-04-05 19:24:55
386,carutapera,-1.195,-46.02,82.33,81,100,9.01,BR,2024-04-05 19:24:55
387,tondano,1.3038,124.9112,69.89,99,100,1.45,ID,2024-04-05 19:24:55
388,juneau,58.3019,-134.4197,37.4,95,100,20.71,US,2024-04-05 19:21:00
389,burang,30.25,81.1667,16.32,95,97,4.83,CN,2024-04-05 19:24:55
390,brusturi,47.2833,26.3833,56.28,70,100,1.48,RO,2024-04-05 19:24:55
391,lancaster,40.2504,-76.2499,46.62,66,100,14.97,US,2024-04-05 19:22:58
392,childress,34.4264,-100.204,84.45,14,0,20.71,US,2024-04-05 19:24:56
393,vernon,50.2581,-119.2691,48.81,58,100,5.01,CA,2024-04-05 19:24:56
394,turpan,42.9333,89.1667,58.89,25,58,4.9,CN,2024-04-05 19:24:56
395,silver springs,29.1044,-82.0206,79.05,47,0,1.99,US,2024-04-05 19:24:56
396,formosa do rio preto,-11.0483,-45.1931,86.25,59,81,5.1,BR,2024-04-05 19:24:56
397,northam,51.0333,-4.2167,53.62,92,100,19.3,GB,2024-04-05 19:24:56
398,bac lieu,9.285,105.7244,81.52,69,9,10.83,VN,2024-04-05 19:24:56
399,mejit,10.2753,170.8646,80.65,76,30,18.43,MH,2024-04-05 19:21:17
400,ketchikan,55.3422,-131.6461,42.78,71,100,7.16,US,2024-04-05 19:24:57
401,nyurba,63.2842,118.3319,-7.22,98,100,5.35,RU,2024-04-05 19:24:57
402,tyukhtet,56.5389,89.3011,35.73,98,39,5.28,RU,2024-04-05 19:24:57
403,aswan,24.0934,32.907,87.08,14,0,8.7,EG,2024-04-05 19:24:57
404,lerwick,60.1545,-1.1494,41.0,69,100,19.91,GB,2024-04-05 19:24:57
405,makurazaki,31.2667,130.3167,60.22,87,100,5.7,JP,2024-04-05 19:24:57
406,la passe,45.5549,-0.8967,70.03,77,99,11.97,FR,2024-04-05 19:24:57
407,chatham,51.3789,0.5279,59.11,60,100,4.0,GB,2024-04-05 19:23:56
408,yaren,-0.5472,166.916,82.33,80,100,14.36,NR,2024-04-05 19:24:58
409,khatra,22.9833,86.85,84.52,39,3,3.74,IN,2024-04-05 19:24:58
410,chubbuck,42.9208,-112.4661,50.83,72,75,18.99,US,2024-04-05 19:24:58
411,chornobayivka,46.6941,32.5537,53.62,63,8,1.7,UA,2024-04-05 19:24:58
412,kruisfontein,-34.0033,24.7314,58.89,75,100,5.12,ZA,2024-04-05 19:24:58
413,camiri,-20.05,-63.5167,85.78,54,100,0.0,BO,2024-04-05 19:24:58
414,sheldon,43.1811,-95.8561,57.18,33,0,13.8,US,2024-04-05 19:24:58
415,urengoy,65.9667,78.3667,34.56,99,100,15.73,RU,2024-04-05 19:24:59
416,chui,-33.6971,-53.4616,71.76,53,0,9.48,UY,2024-04-05 19:24:59
417,santa cruz,-17.8,-63.1667,93.25,49,40,6.91,BO,2024-04-05 19:24:05
418,ambodifotatra,-16.9833,49.85,80.92,83,35,17.0,MG,2024-04-05 19:24:59
419,hauterive,46.0901,3.4459,65.16,64,100,9.69,FR,2024-04-05 19:24:59
420,oktyabr'skoye,43.0645,44.7417,53.69,93,100,6.71,RU,2024-04-05 19:24:59
421,tolanaro,-25.0319,46.9987,77.07,83,20,20.71,MG,2024-04-05 19:24:59
422,zapata,26.9073,-99.2714,87.91,27,0,13.8,US,2024-04-05 19:24:59
423,el calafate,-50.3408,-72.2768,51.08,71,22,7.99,AR,2024-04-05 19:23:38
424,vorkuta,67.5,64.0,-1.32,90,100,17.74,RU,2024-04-05 19:25:00
425,mahibadhoo,3.7833,72.9667,84.74,73,65,6.29,MV,2024-04-05 19:25:00
426,mount isa,-20.7333,139.5,65.97,59,98,11.5,AU,2024-04-05 19:25:00
427,zonguldak,41.25,31.8333,46.92,57,0,3.06,TR,2024-04-05 19:25:00
428,fale old settlement,-9.3852,-171.2468,84.04,73,100,5.44,TK,2024-04-05 19:25:00
429,xiaoweizhai,26.1903,107.5125,54.16,98,100,3.51,CN,2024-04-05 19:25:00
430,dryden,49.7833,-92.7503,44.89,36,0,5.75,CA,2024-04-05 19:21:06
431,awjilah,29.1081,21.2869,77.07,20,9,10.8,LY,2024-04-05 19:25:01
432,lazaro cardenas,17.9583,-102.2,83.32,37,1,10.36,MX,2024-04-05 19:25:01
433,san mariano,7.5,126.0,71.26,93,99,1.72,PH,2024-04-05 19:25:01
434,manaure,11.7751,-72.4445,93.25,49,47,13.49,CO,2024-04-05 19:25:01
435,broken hill,-31.95,141.4333,59.65,83,100,13.85,AU,2024-04-05 19:25:01
436,beloyarskiy,63.7119,66.6722,6.01,85,94,4.0,RU,2024-04-05 19:25:01
437,linxia chengguanzhen,35.6003,103.2064,40.89,80,100,2.08,CN,2024-04-05 19:25:02
438,weno,7.4515,151.8468,82.35,83,100,8.05,FM,2024-04-05 19:25:02
439,ghat,24.9647,10.1728,81.28,8,0,17.76,LY,2024-04-05 19:25:02
440,juan griego,11.0817,-63.9655,87.76,60,7,17.63,VE,2024-04-05 19:25:02
441,lira,2.235,32.9097,71.67,75,94,0.47,UG,2024-04-05 19:25:02
442,gilgit,35.9221,74.3087,42.22,51,13,4.05,PK,2024-04-05 19:25:03
443,puerto maldonado,-12.6,-69.1833,91.8,62,40,5.75,PE,2024-04-05 19:20:49
444,port saint john's,-31.6229,29.5448,66.6,86,100,9.19,ZA,2024-04-05 19:25:03
445,saudarkrokur,65.7461,-19.6394,22.78,72,8,2.21,IS,2024-04-05 19:25:03
446,brak,27.5496,14.2714,77.16,15,87,13.69,LY,2024-04-05 19:25:03
447,tosontsengel,48.7567,98.2839,19.8,99,87,1.81,MN,2024-04-05 19:21:17
448,lompoc,34.6391,-120.4579,54.79,86,100,12.66,US,2024-04-05 19:23:16
449,galle,6.0367,80.217,80.82,83,39,4.18,LK,2024-04-05 19:25:04
450,trevelin,-43.0858,-71.4639,63.88,56,5,5.57,AR,2024-04-05 19:25:04
451,mtimbira,-8.7833,36.35,73.67,97,100,2.3,TZ,2024-04-05 19:25:04
452,puerto aysen,-45.4,-72.7,54.97,94,97,4.74,CL,2024-04-05 19:25:04
453,thunder bay,48.4001,-89.3168,46.31,36,0,6.91,CA,2024-04-05 19:21:48
454,totness,5.8833,-56.3167,86.07,64,41,15.23,SR,2024-04-05 19:25:04
455,kendraparha,20.5,86.4167,81.36,73,0,7.78,IN,2024-04-05 19:25:04
456,aoulef,26.9667,1.0833,87.53,10,0,6.15,DZ,2024-04-05 19:25:05
457,haradok,55.4624,29.9816,40.95,93,100,8.52,BY,2024-04-05 19:25:05
458,pangody,65.85,74.4859,7.05,83,90,19.48,RU,2024-04-05 19:25:05
459,labytnangi,66.6572,66.4183,-0.62,77,5,15.93,RU,2024-04-05 19:25:05
460,wagar,16.1525,36.2032,89.73,41,100,14.52,SD,2024-04-05 19:25:05
461,kashmor,28.4333,69.5833,84.0,16,0,5.23,PK,2024-04-05 19:25:05
462,parkersburg,39.2667,-81.5615,45.34,62,100,11.5,US,2024-04-05 19:25:05
463,hazorasp,41.3194,61.0742,53.44,49,78,9.4,UZ,2024-04-05 19:25:05
464,gibsonville,36.1057,-79.5423,61.18,37,75,16.11,US,2024-04-05 19:25:06
465,rosetta,31.4044,30.4164,63.86,75,0,13.4,EG,2024-04-05 19:25:06
466,argo,37.6333,22.7333,59.79,59,2,2.71,GR,2024-04-05 19:25:06
467,saipan,15.1355,145.701,79.5,78,20,13.8,MP,2024-04-05 19:25:06
468,tralee,52.2704,-9.7026,51.89,92,100,10.92,IE,2024-04-05 19:23:33
469,siwa oasis,29.2041,25.5195,75.31,27,1,16.69,EG,2024-04-05 19:25:06
470,rio segundo,-31.6526,-63.9099,84.0,31,0,11.45,AR,2024-04-05 19:25:06
471,mandla,22.6,80.3833,83.12,25,10,4.68,IN,2024-04-05 19:25:06
472,hastings,50.8552,0.5729,57.97,84,100,15.75,GB,2024-04-05 19:20:49
473,kingaroy,-26.5333,151.8333,64.69,99,100,3.38,AU,2024-04-05 19:25:07
474,ayancik,41.9447,34.5861,52.2,65,0,2.28,TR,2024-04-05 19:25:07
475,port alfred,-33.5906,26.891,62.19,82,100,1.01,ZA,2024-04-05 19:25:07
476,fortuna,40.5982,-124.1573,53.65,73,40,10.36,US,2024-04-05 19:24:18
477,atafu village,-8.5421,-172.5159,83.86,71,94,2.8,TK,2024-04-05 19:25:07
478,xuddur,4.1213,43.8894,83.05,57,94,8.72,SO,2024-04-05 19:25:08
479,gidole,5.65,37.3667,60.1,81,80,2.93,ET,2024-04-05 19:25:08
480,fort wellington,6.4,-57.6,85.73,65,69,10.38,GY,2024-04-05 19:25:08
481,keflavik,64.0049,-22.5624,37.83,65,75,8.05,IS,2024-04-05 19:25:08
482,mezhdurechensk,53.6942,88.0603,34.39,99,100,1.9,RU,2024-04-05 19:25:08
483,extrema,-22.8547,-46.3183,80.26,52,49,4.99,BR,2024-04-05 19:25:09
484,paoua,7.2427,16.4406,77.74,71,100,9.84,CF,2024-04-05 19:25:09
485,zouerate,22.7187,-12.4521,91.85,6,44,7.02,MR,2024-04-05 19:25:09
486,nguigmi,14.2495,13.1092,85.95,15,1,3.02,NE,2024-04-05 19:25:09
487,north bay,46.3168,-79.4663,42.94,93,100,10.36,CA,2024-04-05 19:23:26
488,kingston,17.997,-76.7936,88.75,67,20,19.57,JM,2024-04-05 19:22:45
489,morehead city,34.7229,-76.726,64.08,52,0,18.41,US,2024-04-05 19:25:10
490,sao jose da coroa grande,-8.8978,-35.1478,83.34,72,100,9.55,BR,2024-04-05 19:25:10
491,el nido,11.1858,119.3956,82.44,78,17,11.92,PH,2024-04-05 19:23:20
492,giddings,30.1827,-96.9364,85.01,28,0,10.36,US,2024-04-05 19:21:00
493,reitz,-27.8014,28.4273,59.9,67,10,6.49,ZA,2024-04-05 19:25:10
494,sinjai,-5.1241,120.253,74.61,79,100,5.06,ID,2024-04-05 19:25:10
495,katsuura,35.1333,140.3,54.07,92,100,13.73,JP,2024-04-05 19:25:11
496,panshan,41.1881,122.0494,44.08,64,0,13.58,CN,2024-04-05 19:25:11
497,green,40.9459,-81.4832,41.45,70,75,12.66,US,2024-04-05 19:24:31
498,florence,43.7667,11.25,62.28,82,0,6.91,IT,2024-04-05 19:24:23
499,saint-joseph,-21.3667,55.6167,77.38,87,25,1.32,RE,2024-04-05 19:25:11
500,konstantinovka,49.6167,127.9833,40.19,91,100,11.48,RU,2024-04-05 19:25:12
501,taksimo,56.3444,114.8794,11.77,88,79,3.02,RU,2024-04-05 19:24:30
502,charters towers,-20.1,146.2667,72.95,92,100,6.46,AU,2024-04-05 19:25:12
503,galappo,-4.2667,35.85,66.27,89,100,2.89,TZ,2024-04-05 19:25:12
504,prince rupert,54.3161,-130.3201,44.29,70,100,6.91,CA,2024-04-05 19:25:12
505,ambovombe,-25.1667,46.0833,73.45,86,9,4.12,MG,2024-04-05 19:25:12
506,el granada,37.5027,-122.4694,56.23,60,20,23.02,US,2024-04-05 19:22:38
507,bandon,51.7469,-8.7425,51.39,98,100,20.69,IE,2024-04-05 19:23:21
508,mil'kovo,55.6078,37.7956,34.34,60,8,6.6,RU,2024-04-05 19:25:13
509,xinyuan,37.3,99.0,28.42,72,100,4.41,CN,2024-04-05 19:25:13
510,kuqa,41.7278,82.9364,50.79,46,90,4.92,CN,2024-04-05 19:25:13
511,sao joao da barra,-21.6403,-41.0511,84.29,80,0,11.07,BR,2024-04-05 19:25:13
512,aleksandrovsk-sakhalinskiy,50.8975,142.1561,27.57,77,2,14.41,RU,2024-04-05 19:25:13
513,masterton,-40.9597,175.6575,47.1,71,88,2.3,NZ,2024-04-05 19:20:28
514,tofol,5.3248,163.0078,82.87,76,100,19.39,FM,2024-04-05 19:25:14
515,danilovka,50.3557,44.1168,41.14,85,100,12.84,RU,2024-04-05 19:25:14
516,shushenskoye,53.325,91.9356,50.92,79,93,2.24,RU,2024-04-05 19:25:14
517,lethem,3.3803,-59.7968,95.52,37,77,16.55,GY,2024-04-05 19:25:14
518,ulsteinvik,62.3432,5.8487,37.98,76,94,1.01,NO,2024-04-05 19:25:14
519,waingapu,-9.6567,120.2641,78.71,91,100,9.82,ID,2024-04-05 19:25:14
520,hamina,60.5697,27.1979,29.32,97,100,15.57,FI,2024-04-05 19:25:14
521,ergli,56.8975,25.6367,40.75,87,100,8.79,LV,2024-04-05 19:25:15
522,ust'-uda,54.1742,103.0304,33.04,98,100,3.67,RU,2024-04-05 19:25:15
523,whangarei,-35.7317,174.3239,51.96,96,25,2.55,NZ,2024-04-05 19:25:15
524,rio gallegos,-51.6226,-69.2181,69.85,28,0,24.16,AR,2024-04-05 19:23:40
525,al muharraq,26.2572,50.6119,78.76,43,0,2.3,BH,2024-04-05 19:25:15
526,benguela,-12.5763,13.4055,78.75,80,73,2.91,AO,2024-04-05 19:25:15
527,alpena,45.0617,-83.4327,48.52,48,75,24.16,US,2024-04-05 19:25:15
528,fray luis beltran,-39.3167,-65.7667,78.67,18,0,5.32,AR,2024-04-05 19:25:15
529,mili,6.0815,171.735,81.39,81,78,21.85,MH,2024-04-05 19:25:16
530,brad,46.1333,22.7833,53.2,78,99,1.48,RO,2024-04-05 19:25:16
531,nong chik,6.8436,101.178,76.35,88,26,6.76,TH,2024-04-05 19:25:16
532,camalu,30.85,-116.0667,55.65,51,14,12.77,MX,2024-04-05 19:25:16
533,islamkot,24.6997,70.177,79.61,31,100,15.28,PK,2024-04-05 19:24:16
534,balaklava,44.5,33.6,50.38,59,7,4.27,UA,2024-04-05 19:25:16
535,mana,5.6592,-53.7767,84.79,67,100,10.22,GF,2024-04-05 19:25:16
536,warrnambool,-38.3833,142.4833,56.32,90,84,6.26,AU,2024-04-05 19:25:17
537,sylacauga,33.1732,-86.2516,66.18,34,100,4.61,US,2024-04-05 19:23:34
538,coquimbo,-29.9533,-71.3436,60.53,88,75,13.8,CL,2024-04-05 19:23:15
539,murun-kuren,49.6342,100.1625,34.52,83,13,5.12,MN,2024-04-05 19:25:17
540,jiwani,25.05,61.7417,76.86,71,0,13.73,PK,2024-04-05 19:25:17
541,bechar,31.6167,-2.2167,82.72,11,7,16.11,DZ,2024-04-05 19:24:11
542,at-bashi,41.1702,75.8106,37.89,47,97,5.28,KG,2024-04-05 19:25:17
543,cambria,35.5641,-121.0808,55.56,76,100,7.0,US,2024-04-05 19:22:23
544,andergrove,-21.0833,149.1833,74.64,90,100,11.83,AU,2024-04-05 19:25:18
545,westport,41.1415,-73.3579,49.35,48,75,19.57,US,2024-04-05 19:25:18
546,suntar,62.1444,117.6319,-8.12,94,98,6.11,RU,2024-04-05 19:25:18
547,aripuana,-9.1667,-60.6333,77.52,88,100,1.9,BR,2024-04-05 19:25:18
548,tymovskoye,50.8456,142.655,26.53,89,5,6.78,RU,2024-04-05 19:25:18
549,muisne,0.6,-80.0333,81.88,81,100,8.95,EC,2024-04-05 19:25:18
550,nova olimpia,-14.7972,-57.2881,93.02,50,76,2.68,BR,2024-04-05 19:25:18
551,vanimo,-2.6741,141.3028,78.69,89,100,2.71,PG,2024-04-05 19:25:19
552,cody,44.5263,-109.0565,66.25,27,0,11.01,US,2024-04-05 19:22:10
553,zaozersk,69.4005,32.4476,9.59,90,13,9.46,RU,2024-04-05 19:25:19
554,huancavelica,-12.7667,-74.9833,47.46,67,100,7.61,PE,2024-04-05 19:25:19
555,galliano,29.4422,-90.2992,82.0,47,0,5.75,US,2024-04-05 19:25:19
556,lae,-6.7221,146.9847,73.58,86,100,7.31,PG,2024-04-05 19:25:19
557,minas de marcona,-15.2119,-75.1103,70.81,69,100,18.1,PE,2024-04-05 19:25:20
558,toliara,-23.35,43.6667,78.1,80,32,3.15,MG,2024-04-05 19:25:20
559,gorontalo,0.5412,123.0595,74.26,97,23,2.84,ID,2024-04-05 19:25:20
560,corner brook,48.9667,-57.9484,35.76,76,100,14.29,CA,2024-04-05 19:25:20
561,veinticinco de mayo,-35.4323,-60.1727,83.98,33,0,5.99,AR,2024-04-05 19:25:20
562,brookings,44.3114,-96.7984,57.18,38,0,17.27,US,2024-04-05 19:23:40
563,bolkhov,53.4433,36.0044,34.93,67,10,4.97,RU,2024-04-05 19:25:20
564,mumford,5.2618,-0.759,82.65,82,5,11.39,GH,2024-04-05 19:25:20
565,nizhniy odes,63.6445,54.856,5.02,94,44,5.86,RU,2024-04-05 19:25:21
566,rye,40.9807,-73.6837,50.18,52,75,17.27,US,2024-04-05 19:25:21
567,san antonio oeste,-40.7319,-64.9477,74.28,28,6,10.54,AR,2024-04-05 19:20:26
568,saint-pierre,-21.3393,55.4781,78.48,83,100,2.3,RE,2024-04-05 19:25:21
569,fedorovskiy,45.0972,40.9517,48.92,91,66,9.46,RU,2024-04-05 19:25:21
570,tonneins,44.3921,0.3124,68.22,82,100,11.03,FR,2024-04-05 19:25:21
571,boda,4.3189,17.4695,76.98,77,100,3.94,CF,2024-04-05 19:25:21
572,san felipe,10.3399,-68.7425,92.35,40,100,4.81,VE,2024-04-05 19:25:22
573,chul'man,56.8479,124.9104,9.28,93,100,8.01,RU,2024-04-05 19:25:22
574,revda,56.801,59.9303,43.48,92,100,6.71,RU,2024-04-05 19:25:22
575,acopiara,-6.0953,-39.4525,83.19,81,100,3.78,BR,2024-04-05 19:25:22
576,grand baie,-20.0182,57.5802,76.44,88,2,10.11,MU,2024-04-05 19:25:22
577,huarmey,-10.0681,-78.1522,77.83,76,89,12.26,PE,2024-04-05 19:25:22
578,manakara,-22.1333,48.0167,74.1,87,0,2.73,MG,2024-04-05 19:25:22
579,al bawiti,28.3492,28.8659,70.79,28,31,8.66,EG,2024-04-05 19:25:23
580,barentu,15.1139,37.5928,87.21,26,53,11.79,ER,2024-04-05 19:25:23
581,hudiksvall,61.729,17.1036,28.45,95,100,1.3,SE,2024-04-05 19:25:23
582,enoch,37.7733,-113.0244,44.85,28,0,32.21,US,2024-04-05 19:21:29
583,spring creek,40.7266,-115.5859,37.4,46,100,7.0,US,2024-04-05 19:24:04
584,forster,-32.1667,152.5167,67.37,100,40,5.88,AU,2024-04-05 19:25:23
585,undurkhaan,47.3194,110.6556,37.29,61,99,6.55,MN,2024-04-05 19:25:23
586,puerto lempira,15.2667,-83.7667,89.74,66,40,9.22,HN,2024-04-05 19:25:24
587,vangaindrano,-23.35,47.6,73.09,85,18,3.24,MG,2024-04-05 19:25:24
588,novodvinsk,64.4165,40.8122,6.78,96,17,3.6,RU,2024-04-05 19:25:24
589,ionia,42.9873,-85.0711,49.89,38,75,11.5,US,2024-04-05 19:22:20
